04/2009,PRINCETON BORO,Commercial,"2,895,802.033 THM",465,"13,693,158.000 KWH",872
02/2012,PRINCETON BORO,Residential,"405,644.566 THM","3,041","2,063,974.000 KWH","3,835"
02/2012,PRINCETON BORO,Street Lighting,,,"51,321.000 KWH",50
02/2012,PRINCETON TWP,Commercial,"318,753.057 THM",278,"5,978,482.000 KWH",716
02/2012,PRINCETON TWP,Industrial,"3,379.145 THM",8,"37,003.000 KWH",18
02/2012,PRINCETON TWP,Residential,"955,850.429 THM","4,841","5,094,637.000 KWH","5,943"
02/2012,PRINCETON TWP,Street Lighting,,,"55,534.000 KWH",94
03/2012,PRINCETON BORO,Commercial,"1,764,605.070 THM",442,"12,604,711.000 KWH",930
03/2012,PRINCETON BORO,Industrial,"10,724.822 THM",18,"21,624.000 KWH",28
03/2012,PRINCETON BORO,Residential,"364,571.154 THM","3,040","2,122,408.000 KWH","3,831"
03/2012,PRINCETON BORO,Street Lighting,,,"49,369.000 KWH",50
03/2012,PRINCETON TWP,Commercial,"345,183.322 THM",278,"5,769,331.000 KWH",704
03/2012,PRINCETON TWP,Industrial,"3,376.351 THM",8,"26,102.000 KWH",19
03/2012,PRINCETON TWP,Residential,"869,667.397 THM","4,857","5,093,873.000 KWH","5,949"
03/2012,PRINCETON TWP,Street Lighting,,,"102,540.000 KWH",96
04/2012,PRINCETON BORO,Commercial,"1,475,245.898 THM",450,"11,909,490.000 KWH",875
04/2012,PRINCETON BORO,Industrial,"6,010.868 THM",18,"18,578.000 KWH",28
04/2012,PRINCETON BORO,Residential,"191,791.439 THM","3,068","1,771,205.000 KWH","3,859"
04/2012,PRINCETON BORO,Street Lighting,,,"45,586.000 KWH",50
04/2012,PRINCETON TWP,Commercial,"199,452.570 THM",274,"5,437,610.000 KWH",703
04/2012,PRINCETON TWP,Industrial,"1,374.121 THM",8,"31,631.000 KWH",18
04/2012,PRINCETON TWP,Residential,"429,148.418 THM","4,844","4,200,425.000 KWH","5,959"
04/2012,PRINCETON TWP,Street Lighting,,,"98,416.000 KWH",96
05/2012,PRINCETON BORO,Commercial,"1,025,471.098 THM",447,"13,685,631.000 KWH",924
05/2012,PRINCETON BORO,Industrial,"3,792.159 THM",18,"17,741.000 KWH",29
05/2012,PRINCETON BORO,Residential,"122,424.088 THM","3,075","1,652,274.000 KWH","3,882"
05/2012,PRINCETON BORO,Street Lighting,,,"43,303.000 KWH",50
05/2012,PRINCETON TWP,Commercial,"154,881.930 THM",279,"5,351,604.000 KWH",713
05/2012,PRINCETON TWP,Industrial,"1,265.794 THM",8,"27,847.000 KWH",18
05/2012,PRINCETON TWP,Residential,"273,199.515 THM","4,849","3,938,124.000 KWH","6,024"
05/2012,PRINCETON TWP,Street Lighting,,,"91,420.000 KWH",96
06/2012,PRINCETON BORO,Commercial,"1,207,291.046 THM",449,"13,524,700.000 KWH",886
06/2012,PRINCETON BORO,Industrial,"1,860.049 THM",18,"27,815.000 KWH",29
06/2012,PRINCETON BORO,Residential,"62,134.148 THM","3,100","2,286,246.000 KWH","3,911"
06/2012,PRINCETON BORO,Street Lighting,,,"42,127.000 KWH",49
06/2012,PRINCETON TWP,Commercial,"100,522.715 THM",277,"6,027,456.000 KWH",730
06/2012,PRINCETON TWP,Industrial,546.213 THM,8,"30,349.000 KWH",19
06/2012,PRINCETON TWP,Residential,"141,720.849 THM","4,940","5,644,326.000 KWH","6,061"
06/2012,PRINCETON TWP,Street Lighting,,,"87,088.000 KWH",94
07/2012,PRINCETON BORO,Commercial,"1,138,157.549 THM",442,"12,565,440.000 KWH",885
07/2012,PRINCETON BORO,Industrial,"1,003.504 THM",18,"38,967.000 KWH",28
07/2012,PRINCETON BORO,Residential,"45,985.887 THM","3,127","3,080,808.000 KWH","3,915"
07/2012,PRINCETON BORO,Street Lighting,,,"42,662.000 KWH",50
07/2012,PRINCETON TWP,Commercial,"107,653.098 THM",276,"6,401,254.000 KWH",715
07/2012,PRINCETON TWP,Industrial,173.186 THM,8,"38,260.000 KWH",18
07/2012,PRINCETON TWP,Residential,"108,920.229 THM","4,901","7,640,515.000 KWH","5,946"
07/2012,PRINCETON TWP,Street Lighting,,,"86,232.000 KWH",96
08/2012,PRINCETON BORO,Commercial,"1,376,079.990 THM",449,"12,813,736.000 KWH",879
08/2012,PRINCETON BORO,Industrial,719.030 THM,18,"34,488.000 KWH",28
08/2012,PRINCETON BORO,Residential,"41,656.918 THM","3,051","3,129,439.000 KWH","3,887"
08/2012,PRINCETON BORO,Street Lighting,,,"43,927.000 KWH",50
08/2012,PRINCETON TWP,Commercial,"98,046.939 THM",278,"6,652,956.000 KWH",707
08/2012,PRINCETON TWP,Industrial,471.653 THM,8,"36,254.000 KWH",18
08/2012,PRINCETON TWP,Residential,"102,864.329 THM","4,910","7,794,640.000 KWH","5,935"
08/2012,PRINCETON TWP,Street Lighting,,,"86,445.000 KWH",96
09/2012,PRINCETON BORO,Commercial,"1,318,308.010 THM",443,"12,631,851.000 KWH",891
09/2012,PRINCETON BORO,Industrial,949.748 THM,18,"36,299.000 KWH",28
09/2012,PRINCETON BORO,Residential,"49,685.171 THM","3,116","2,894,418.000 KWH","3,921"
09/2012,PRINCETON BORO,Street Lighting,,,"48,941.000 KWH",50
09/2012,PRINCETON TWP,Commercial,"134,543.031 THM",273,"6,551,707.000 KWH",706
09/2012,PRINCETON TWP,Industrial,523.673 THM,8,"40,803.000 KWH",18
09/2012,PRINCETON TWP,Residential,"115,841.863 THM","4,933","6,948,204.000 KWH","5,921"
09/2012,PRINCETON TWP,Street Lighting,,,"89,169.000 KWH",96
10/2012,PRINCETON BORO,Commercial,"957,264.398 THM",442,"13,637,795.000 KWH",880
10/2012,PRINCETON BORO,Industrial,"1,991.480 THM",18,"21,471.000 KWH",27
10/2012,PRINCETON BORO,Residential,"66,495.700 THM","3,066","1,836,383.000 KWH","3,843"
10/2012,PRINCETON BORO,Street Lighting,,,"49,454.000 KWH",50
10/2012,PRINCETON TWP,Commercial,"120,035.640 THM",270,"5,423,617.000 KWH",713
10/2012,PRINCETON TWP,Industrial,546.764 THM,8,"30,438.000 KWH",18
10/2012,PRINCETON TWP,Residential,"162,654.131 THM","4,877","4,436,534.000 KWH","5,775"
10/2012,PRINCETON TWP,Street Lighting,,,"95,497.000 KWH",96
11/2012,PRINCETON BORO,Commercial,"1,477,252.377 THM",446,"9,903,939.000 KWH",870
11/2012,PRINCETON BORO,Industrial,"5,515.485 THM",18,"25,861.000 KWH",31
11/2012,PRINCETON BORO,Residential,"195,513.128 THM","3,035","1,810,519.000 KWH","3,836"
11/2012,PRINCETON BORO,Street Lighting,,,"53,645.000 KWH",50
11/2012,PRINCETON TWP,Commercial,"198,951.732 THM",280,"4,030,655.000 KWH",695
11/2012,PRINCETON TWP,Industrial,"1,677.601 THM",9,"31,542.000 KWH",18
11/2012,PRINCETON TWP,Residential,"492,056.418 THM","4,876","4,409,162.000 KWH","5,771"
11/2012,PRINCETON TWP,Street Lighting,,,"92,020.000 KWH",96
12/2012,PRINCETON BORO,Commercial,"1,710,470.321 THM",450,"10,706,125.000 KWH",899
12/2012,PRINCETON BORO,Industrial,"8,520.661 THM",18,"78,970.000 KWH",29
12/2012,PRINCETON BORO,Residential,"349,768.514 THM","3,039","2,327,648.000 KWH","3,836"
12/2012,PRINCETON BORO,Street Lighting,,,"57,606.000 KWH",51
12/2012,PRINCETON TWP,Commercial,"316,103.205 THM",281,"6,153,113.000 KWH",781
12/2012,PRINCETON TWP,Industrial,"2,875.451 THM",9,"125,688.000 KWH",19
12/2012,PRINCETON TWP,Residential,"814,275.787 THM","4,852","4,798,339.000 KWH","5,762"
12/2012,PRINCETON TWP,Street Lighting,,,"97,674.000 KWH",100
01/2013,PRINCETON BORO,Commercial,"1,795,120.921 THM",462,"10,784,379.000 KWH",903
01/2013,PRINCETON BORO,Industrial,"12,364.771 THM",34,"-39,641.000 KWH",28
01/2013,PRINCETON BORO,Residential,"407,852.416 THM","3,018","2,041,804.000 KWH","3,809"
01/2013,PRINCETON BORO,Street Lighting,,,"52,915.000 KWH",50
01/2013,PRINCETON TWP,Commercial,"359,646.625 THM",269,"5,749,037.000 KWH",647
01/2013,PRINCETON TWP,Industrial,"2,290.735 THM",9,"-18,616.000 KWH",17
01/2013,PRINCETON TWP,Residential,"1,026,652.691 THM","4,864","5,604,512.000 KWH","5,752"
01/2013,PRINCETON TWP,Street Lighting,,,"101,666.000 KWH",92
02/2013,PRINCETON BORO,Commercial,"2,096,978.506 THM",462,"10,523,061.000 KWH",894
02/2013,PRINCETON BORO,Industrial,"12,405.187 THM",19,"18,263.000 KWH",28
02/2013,PRINCETON BORO,Residential,"498,128.698 THM","3,028","2,357,741.000 KWH","3,832"
02/2013,PRINCETON BORO,Street Lighting,,,"52,977.000 KWH",50
02/2013,PRINCETON TWP,Commercial,"383,327.552 THM",273,"6,244,877.000 KWH",720
02/2013,PRINCETON TWP,Industrial,"3,566.334 THM",9,"68,732.000 KWH",19
02/2013,PRINCETON TWP,Residential,"1,208,266.143 THM","4,882","5,512,724.000 KWH","5,764"
02/2013,PRINCETON TWP,Street Lighting,,,"95,155.000 KWH",96
03/2013,PRINCETON BORO,Commercial,"1,992,470.065 THM",440,"10,233,124.000 KWH",893
03/2013,PRINCETON BORO,Industrial,"13,024.182 THM",19,"18,598.000 KWH",28
03/2013,PRINCETON BORO,Residential,"437,189.846 THM","3,014","2,234,184.000 KWH","3,808"
03/2013,PRINCETON BORO,Street Lighting,,,"48,581.000 KWH",50
03/2013,PRINCETON TWP,Commercial,"381,232.230 THM",272,"5,753,855.000 KWH",713
03/2013,PRINCETON TWP,Industrial,"3,228.844 THM",9,"90,154.000 KWH",18
03/2013,PRINCETON TWP,Residential,"1,052,565.150 THM","4,862","5,218,654.000 KWH","5,739"
03/2013,PRINCETON TWP,Street Lighting,,,"94,773.000 KWH",96
04/2013,PRINCETON BORO,Commercial,"1,847,782.401 THM",451,"9,712,261.000 KWH",878
04/2013,PRINCETON BORO,Industrial,"9,221.375 THM",19,"19,237.000 KWH",27
04/2013,PRINCETON BORO,Residential,"307,238.026 THM","3,012","1,920,918.000 KWH","3,804"
04/2013,PRINCETON BORO,Street Lighting,,,"44,965.000 KWH",50
04/2013,PRINCETON TWP,Commercial,"313,144.549 THM",266,"5,543,982.000 KWH",709
04/2013,PRINCETON TWP,Industrial,"2,327.950 THM",7,"-27,032.000 KWH",18
04/2013,PRINCETON TWP,Residential,"723,556.323 THM","4,877","4,500,004.000 KWH","5,747"
04/2013,PRINCETON TWP,Street Lighting,,,"87,844.000 KWH",96
05/2013,PRINCETON BORO,Commercial,"1,052,729.055 THM",437,"13,602,726.000 KWH",876
05/2013,PRINCETON BORO,Industrial,"5,392.980 THM",19,"22,316.000 KWH",28
05/2013,PRINCETON BORO,Residential,"149,675.476 THM","3,022","1,706,129.000 KWH","3,808"
05/2013,PRINCETON BORO,Street Lighting,,,"44,448.000 KWH",49
05/2013,PRINCETON TWP,Commercial,"177,155.230 THM",272,"5,049,183.000 KWH",712
05/2013,PRINCETON TWP,Industrial,"1,140.843 THM",6,"-33,198.000 KWH",18
05/2013,PRINCETON TWP,Residential,"310,421.603 THM","4,870","4,031,515.000 KWH","5,747"
05/2013,PRINCETON TWP,Street Lighting,,,"82,284.000 KWH",94
06/2013,PRINCETON BORO,Commercial,"1,148,145.907 THM",367,"13,815,220.000 KWH",793
06/2013,PRINCETON BORO,Industrial,"1,152.455 THM",19,"27,718.000 KWH",14
06/2013,PRINCETON BORO,Residential,"90,957.704 THM","3,085","2,259,779.000 KWH","3,907"
06/2013,PRINCETON BORO,Street Lighting,,,"41,542.000 KWH",50
06/2013,PRINCETON TWP,Commercial,"119,317.942 THM",254,"6,022,076.000 KWH",714
06/2013,PRINCETON TWP,Industrial,611.561 THM,8,"34,187.000 KWH",18
06/2013,PRINCETON TWP,Residential,"202,648.032 THM","4,958","5,652,994.000 KWH","5,850"
06/2013,PRINCETON TWP,Street Lighting,,,"82,199.000 KWH",96
07/2013,PRINCETON BORO,Commercial,"1,042,883.133 THM",496,"12,271,687.000 KWH",939
07/2013,PRINCETON BORO,Industrial,"1,170.759 THM",19,"33,262.000 KWH",37
07/2013,PRINCETON BORO,Residential,"53,332.185 THM","3,045","3,067,768.000 KWH","3,865"
07/2013,PRINCETON BORO,Street Lighting,,,"42,626.000 KWH",50
07/2013,PRINCETON TWP,Commercial,"119,678.372 THM",277,"6,020,685.000 KWH",723
07/2013,PRINCETON TWP,Industrial,434.006 THM,7,"30,797.000 KWH",18
07/2013,PRINCETON TWP,Residential,"136,201.600 THM","4,947","7,648,251.000 KWH","5,842"
07/2013,PRINCETON TWP,Street Lighting,,,"75,818.000 KWH",95
08/2013,PRINCETON BORO,Commercial,"1,325,005.399 THM",482,"15,235,996.000 KWH",922
08/2013,PRINCETON BORO,Industrial,"1,025.495 THM",19,"46,112.000 KWH",34
08/2013,PRINCETON BORO,Residential,"46,393.478 THM","3,045","3,003,806.000 KWH","3,871"
08/2013,PRINCETON BORO,Street Lighting,,,"43,923.000 KWH",50
08/2013,PRINCETON TWP,Commercial,"135,400.109 THM",268,"6,548,677.000 KWH",726
08/2013,PRINCETON TWP,Industrial,540.749 THM,7,"136,719.000 KWH",21
08/2013,PRINCETON TWP,Residential,"121,186.076 THM","4,955","7,401,082.000 KWH","5,846"
08/2013,PRINCETON TWP,Street Lighting,,,"77,197.000 KWH",97
09/2013,PRINCETON BORO,Commercial,"1,261,587.573 THM",442,"-4,866,838.000 KWH",874
09/2013,PRINCETON BORO,Industrial,"1,154.111 THM",19,"38,740.000 KWH",28
09/2013,PRINCETON BORO,Residential,"54,715.622 THM","3,078","2,704,696.000 KWH","3,887"
09/2013,PRINCETON BORO,Street Lighting,,,"48,925.000 KWH",50
09/2013,PRINCETON TWP,Commercial,"142,061.019 THM",277,"5,898,062.000 KWH",725
09/2013,PRINCETON TWP,Industrial,629.193 THM,7,"37,111.000 KWH",18
09/2013,PRINCETON TWP,Residential,"133,242.917 THM","4,900","6,309,654.000 KWH","5,818"
09/2013,PRINCETON TWP,Street Lighting,,,"79,221.000 KWH",98
10/2013,PRINCETON BORO,Commercial,"1,212,327.666 THM",449,"28,591,035.000 KWH",873
10/2013,PRINCETON BORO,Industrial,"1,581.463 THM",19,"26,739.000 KWH",27
10/2013,PRINCETON BORO,Residential,"60,898.964 THM","3,023","1,715,637.000 KWH","3,891"
10/2013,PRINCETON BORO,Street Lighting,,,"49,453.000 KWH",50
10/2013,PRINCETON TWP,Commercial,"146,297.304 THM",271,"5,249,448.000 KWH",709
10/2013,PRINCETON TWP,Industrial,654.280 THM,7,"147,705.000 KWH",19
10/2013,PRINCETON TWP,Residential,"156,978.349 THM","4,887","4,257,676.000 KWH","5,782"
10/2013,PRINCETON TWP,Street Lighting,,,"85,771.000 KWH",98
11/2013,PRINCETON BORO,Commercial,"1,441,262.845 THM",453,"11,387,611.000 KWH",899
11/2013,PRINCETON BORO,Industrial,"5,255.649 THM",19,"21,177.000 KWH",27
11/2013,PRINCETON BORO,Residential,"163,250.241 THM","3,055","1,772,400.000 KWH","3,831"
11/2013,PRINCETON BORO,Street Lighting,,,"55,583.000 KWH",50
11/2013,PRINCETON TWP,Commercial,"273,788.207 THM",268,"4,760,345.000 KWH",728
11/2013,PRINCETON TWP,Industrial,"1,339.220 THM",7,"120,724.000 KWH",22
11/2013,PRINCETON TWP,Residential,"403,051.286 THM","4,863","4,086,130.000 KWH","5,738"
11/2013,PRINCETON TWP,Street Lighting,,,"87,071.000 KWH",98
12/2013,PRINCETON BORO,Commercial,"983,573.870 THM",449,"14,117,409.000 KWH",875
12/2013,PRINCETON BORO,Industrial,"9,237.983 THM",19,"18,972.000 KWH",27
12/2013,PRINCETON BORO,Residential,"396,438.543 THM","2,997","2,312,319.000 KWH","3,798"
12/2013,PRINCETON BORO,Street Lighting,,,"55,340.000 KWH",50
12/2013,PRINCETON TWP,Commercial,"359,259.251 THM",273,"5,400,762.000 KWH",724
12/2013,PRINCETON TWP,Industrial,"2,849.622 THM",7,"108,011.000 KWH",17
12/2013,PRINCETON TWP,Residential,"948,774.269 THM","4,887","5,462,512.000 KWH","5,746"
12/2013,PRINCETON TWP,Street Lighting,,,"95,343.000 KWH",98
01/2014,PRINCETON BORO,Commercial,"2,790,699.672 THM",462,"10,591,228.000 KWH",890
01/2014,PRINCETON BORO,Industrial,"13,239.309 THM",19,"17,229.000 KWH",27
01/2014,PRINCETON BORO,Residential,"535,046.964 THM","3,037","2,466,314.000 KWH","3,840"
01/2014,PRINCETON BORO,Street Lighting,,,"52,840.000 KWH",50
01/2014,PRINCETON TWP,Commercial,"471,527.506 THM",270,"6,029,632.000 KWH",715
01/2014,PRINCETON TWP,Industrial,"4,076.484 THM",7,"185,675.000 KWH",19
01/2014,PRINCETON TWP,Residential,"1,293,758.004 THM","4,877","5,921,489.000 KWH","5,734"
01/2014,PRINCETON TWP,Street Lighting,,,"94,332.000 KWH",98
02/2014,PRINCETON BORO,Commercial,"830,481.717 THM",454,"9,994,639.000 KWH",869
02/2014,PRINCETON BORO,Industrial,"15,833.066 THM",19,"18,964.000 KWH",26
02/2014,PRINCETON BORO,Residential,"580,284.826 THM","3,023","2,561,610.000 KWH","3,827"
02/2014,PRINCETON BORO,Street Lighting,,,"53,000.000 KWH",50
02/2014,PRINCETON TWP,Commercial,"360,432.641 THM",273,"5,866,910.000 KWH",729
02/2014,PRINCETON TWP,Industrial,"4,058.129 THM",7,"203,633.000 KWH",19
02/2014,PRINCETON TWP,Residential,"1,419,297.468 THM","4,894","6,024,963.000 KWH","5,751"
02/2014,PRINCETON TWP,Street Lighting,,,"91,099.000 KWH",98
03/2014,PRINCETON BORO,Commercial,"1,840,285.363 THM",472,"9,807,200.000 KWH",920
03/2014,PRINCETON BORO,Industrial,"14,008.495 THM",19,"18,169.000 KWH",28
03/2014,PRINCETON BORO,Residential,"549,794.577 THM","3,000","2,376,502.000 KWH","3,798"
03/2014,PRINCETON BORO,Street Lighting,,,"47,869.000 KWH",50
03/2014,PRINCETON TWP,Commercial,"452,243.718 THM",273,"5,991,240.000 KWH",737
03/2014,PRINCETON TWP,Industrial,"3,787.921 THM",7,"211,312.000 KWH",19
03/2014,PRINCETON TWP,Residential,"1,235,971.990 THM","4,869","5,674,121.000 KWH","5,720"
03/2014,PRINCETON TWP,Street Lighting,,,"90,682.000 KWH",98
04/2014,PRINCETON BORO,Commercial,"3,148,719.041 THM",446,"9,518,305.000 KWH",886
04/2014,PRINCETON BORO,Industrial,"9,196.647 THM",19,"20,626.000 KWH",28
04/2014,PRINCETON BORO,Residential,"326,711.047 THM","3,031","1,842,432.000 KWH","3,823"
04/2014,PRINCETON BORO,Street Lighting,,,"45,641.000 KWH",50
04/2014,PRINCETON TWP,Commercial,"332,564.740 THM",267,"5,315,107.000 KWH",720
04/2014,PRINCETON TWP,Industrial,"2,473.586 THM",7,"192,238.000 KWH",17
04/2014,PRINCETON TWP,Residential,"757,931.393 THM","4,920","4,459,042.000 KWH","5,738"
04/2014,PRINCETON TWP,Street Lighting,,,"83,592.000 KWH",98
05/2014,PRINCETON BORO,Commercial,"1,137,894.279 THM",466,"14,504,732.000 KWH",881
05/2014,PRINCETON BORO,Industrial,"5,287.081 THM",19,"20,835.000 KWH",26
05/2014,PRINCETON BORO,Residential,"162,330.555 THM","3,071","1,792,077.000 KWH","3,872"
05/2014,PRINCETON BORO,Street Lighting,,,"43,972.000 KWH",47
05/2014,PRINCETON TWP,Commercial,"283,620.176 THM",272,"5,148,703.000 KWH",713
05/2014,PRINCETON TWP,Industrial,"1,357.393 THM",7,"143,976.000 KWH",19
05/2014,PRINCETON TWP,Residential,"378,801.755 THM","5,042","4,317,170.000 KWH","5,907"
05/2014,PRINCETON TWP,Street Lighting,,,"-17,391.000 KWH",62
06/2014,PRINCETON BORO,Commercial,"1,275,334.715 THM",455,"10,658,081.000 KWH",910
06/2014,PRINCETON BORO,Industrial,"1,766.706 THM",19,"27,578.000 KWH",36
06/2014,PRINCETON BORO,Residential,"80,866.405 THM","3,092","1,957,374.000 KWH","3,917"
06/2014,PRINCETON BORO,Street Lighting,,,"42,113.000 KWH",53
06/2014,PRINCETON TWP,Commercial,"60,695.120 THM",282,"5,437,917.000 KWH",776
06/2014,PRINCETON TWP,Industrial,687.928 THM,7,"143,328.000 KWH",21
06/2014,PRINCETON TWP,Residential,"173,899.741 THM","5,065","4,794,590.000 KWH","6,087"
06/2014,PRINCETON TWP,Street Lighting,,,"151,911.000 KWH",130
07/2014,PRINCETON BORO,Commercial,"1,375,731.609 THM",451,"6,787,703.000 KWH",881
07/2014,PRINCETON BORO,Industrial,"5,927.834 THM",19,"40,731.000 KWH",28
07/2014,PRINCETON BORO,Residential,"57,355.380 THM","3,080","2,920,832.000 KWH","3,902"
07/2014,PRINCETON BORO,Street Lighting,,,"42,626.000 KWH",50
07/2014,PRINCETON TWP,Commercial,"247,569.664 THM",270,"5,786,409.000 KWH",750
07/2014,PRINCETON TWP,Industrial,423.566 THM,7,"254,521.000 KWH",20
07/2014,PRINCETON TWP,Residential,"145,785.414 THM","5,150","7,425,681.000 KWH","6,070"
07/2014,PRINCETON TWP,Street Lighting,,,"79,441.000 KWH",100
08/2014,PRINCETON BORO,Commercial,"1,025,606.281 THM",448,"18,534,940.000 KWH",891
08/2014,PRINCETON BORO,Industrial,"-3,579.419 THM",19,"40,719.000 KWH",27
08/2014,PRINCETON BORO,Residential,"51,944.860 THM","3,085","2,879,149.000 KWH","3,920"
08/2014,PRINCETON BORO,Street Lighting,,,"46,023.000 KWH",50
08/2014,PRINCETON TWP,Commercial,"146,964.651 THM",284,"5,912,224.000 KWH",755
08/2014,PRINCETON TWP,Industrial,642.069 THM,7,"162,926.000 KWH",20
08/2014,PRINCETON TWP,Residential,"125,078.250 THM","5,253","6,834,145.000 KWH","6,170"
08/2014,PRINCETON TWP,Street Lighting,,,"75,682.000 KWH",98
09/2014,PRINCETON BORO,Commercial,"1,247,839.149 THM",451,"11,461,554.000 KWH",873
09/2014,PRINCETON BORO,Industrial,952.019 THM,19,"31,540.000 KWH",26
09/2014,PRINCETON BORO,Residential,"49,766.677 THM","3,068","2,379,287.000 KWH","3,890"
09/2014,PRINCETON BORO,Street Lighting,,,"46,620.000 KWH",50
09/2014,PRINCETON TWP,Commercial,"136,094.620 THM",277,"5,540,835.000 KWH",743
09/2014,PRINCETON TWP,Industrial,472.705 THM,7,"143,359.000 KWH",19
09/2014,PRINCETON TWP,Residential,"122,483.141 THM","5,213","5,758,337.000 KWH","6,085"
09/2014,PRINCETON TWP,Street Lighting,,,"77,583.000 KWH",98
10/2014,PRINCETON BORO,Commercial,"1,109,427.340 THM",440,"12,155,027.000 KWH",854
10/2014,PRINCETON BORO,Industrial,"1,699.321 THM",19,"22,990.000 KWH",32
10/2014,PRINCETON BORO,Residential,"65,137.682 THM","3,060","1,777,663.000 KWH","3,868"
10/2014,PRINCETON BORO,Street Lighting,,,"48,881.000 KWH",49
10/2014,PRINCETON TWP,Commercial,"115,913.695 THM",271,"4,280,653.000 KWH",723
10/2014,PRINCETON TWP,Industrial,832.266 THM,8,"110,934.000 KWH",19
10/2014,PRINCETON TWP,Residential,"166,878.322 THM","5,205","4,253,492.000 KWH","6,074"
10/2014,PRINCETON TWP,Street Lighting,,,"55,134.000 KWH",95
11/2014,PRINCETON BORO,Commercial,"1,451,082.326 THM",460,"11,253,504.000 KWH",886
11/2014,PRINCETON BORO,Industrial,"5,241.707 THM",19,"21,145.000 KWH",27
11/2014,PRINCETON BORO,Residential,"176,587.368 THM","3,151","1,838,416.000 KWH","3,865"
11/2014,PRINCETON BORO,Street Lighting,,,"55,647.000 KWH",51
11/2014,PRINCETON TWP,Commercial,"182,640.567 THM",280,"3,624,130.000 KWH",760
11/2014,PRINCETON TWP,Industrial,"1,411.980 THM",7,"120,709.000 KWH",21
11/2014,PRINCETON TWP,Residential,"419,871.920 THM","5,206","4,384,942.000 KWH","6,050"
11/2014,PRINCETON TWP,Street Lighting,,,"180,919.000 KWH",107
12/2014,PRINCETON BORO,Commercial,,,"5,728,310.000 KWH",868
12/2014,PRINCETON BORO,Industrial,,,"20,293.000 KWH",30
12/2014,PRINCETON BORO,Residential,,,"2,275,723.000 KWH","3,847"
12/2014,PRINCETON BORO,Street Lighting,,,"55,101.000 KWH",50
12/2014,PRINCETON TWP,Commercial,,,"4,572,864.000 KWH",738
12/2014,PRINCETON TWP,Industrial,,,"181,149.000 KWH",19
12/2014,PRINCETON TWP,Residential,,,"5,513,558.000 KWH","6,010"
12/2014,PRINCETON TWP,Street Lighting,,,"94,558.000 KWH",98